Time,HV Battery SOC (%),HV Battery Power (kW),HV Battery Current (A),G-Force (1),Vehicle Speed (km/hr) (km/hr)
00:00:22.0601,69.7492602780233,-64.6566657280594,-190.166663906057,-0.452412523837242,34.3890484307037
00:00:22.0655,69.7494227071154,-65.3046066355423,-192.072372457477,-0.464446679797127,34.30165417989
00:00:22.0709,69.7495864521622,-65.690315535313,-193.20681039798,-0.473597087922955,34.2122251820969
00:00:22.0775,69.7497892386486,-65.9203196329456,-193.883293038075,-0.481967292638089,34.0999372257452
00:00:22.0842,69.7499924665167,-65.9609549940404,-194.002808806001,-0.487922121602227,33.9859464135143
00:00:22.0923,69.7502398993827,-65.8459988118879,-193.664702387906,-0.492947274586067,33.8455123695188
00:00:22.1004,69.7504866965531,-65.6109502206624,-192.973383001948,-0.496248549701551,33.7038653860849
00:00:22.1107,69.7507971960782,-65.2118778579983,-191.799640758819,-0.498892658559353,33.5237184132559
00:00:22.1231,69.7511713881328,-64.6376938504322,-190.110864265977,-0.500697963553844,33.3040111081515
00:00:22.1356,69.7515421372889,-64.0085432909614,-188.260421444004,-0.501603233948746,33.0836789109198
00:00:22.1519,69.7520242613561,-63.1434489914342,-185.716026445395,-0.502164143241729,32.7933640289327
00:00:22.1735,69.7526487974992,-61.9767561776084,-182.284576992966,-0.502414762844236,32.4108746990507
00:00:22.1841,69.7529516054065,-61.3997851983965,-180.587603524696,-0.502477590272012,32.2227592597208
00:00:22.1841,69.7529516054065,-61.3995271119745,-180.586844446984,-0.502477590272023,32.2227592597168
00:00:22.2123,69.7537324449656,-59.8544940465618,-176.042629548711,-0.502423563985607,31.7227704289759
00:00:22.2405,69.7544931253958,-58.3092156992541,-171.4976932331,-0.50237038747004,31.2228345170583
00:00:22.2968,69.7559338343814,-55.2180703400746,-162.406089235514,-0.502266587565836,30.2231692870077
00:00:22.2968,69.7559338343814,-55.2180703401451,-162.406089235721,-0.502266587565835,30.2231692870012
00:00:22.3968,69.7582361970629,-49.7310339208876,-146.26774682614,-0.502090771339653,28.449985518938
00:00:22.4968,69.7602843746312,-44.2406354751916,-130.119516103505,-0.501925625281206,26.6773849806946
00:00:22.5000,69.7603480136881,-44.0692981653219,-129.615582839182,-0.501920644760697,26.6220948114264
00:00:22.5280,69.7608861035576,-42.5272786419904,-125.080231299972,-0.501876291546612,26.1245617324746
00:00:22.5734,69.7617448187367,-40.0329530010273,-117.743979414786,-0.501806340633181,25.3200457051864
00:00:22.6449,69.7630051717733,-36.1029685463711,-106.185201606974,-0.5017006196914,24.0531738909494
00:00:22.7449,69.7645540242511,-30.6028776709166,-90.0084637379901,-0.501561869698802,22.2815986341647
00:00:22.8449,69.7658472436792,-25.0990470054837,-73.8207264867168,-0.501433750846317,20.5104966151032
00:00:22.8817,69.766258235904,-23.0734359937446,-67.8630470404254,-0.501389293441315,19.859088980992
00:00:22.8817,69.766258235904,-23.0734365228626,-67.8630485966548,-0.501389293441236,19.859088980988
00:00:22.8835,69.7662775722192,-22.9733141490504,-67.5685710266189,-0.501387133548872,19.8268969402283
00:00:22.8853,69.7662968242617,-22.8731904783542,-67.2740896422181,-0.501384977165346,19.7947050379213
00:00:22.8872,69.7663159920304,-22.773065510006,-66.9796044411941,-0.501382824290599,19.7625132738417
00:00:22.8890,69.7663350755242,-22.672939243238,-66.6851154212883,-0.501380674924571,19.7303216477642
00:00:22.8908,69.7663541000249,-22.5728115487906,-66.3906222023253,-0.501378529064449,19.6981301181531
00:00:22.8943,69.7663907142532,-22.3789476471849,-65.8204342564262,-0.501374384373559,19.6358035314071
00:00:22.8996,69.7664455335948,-22.0855796277304,-64.9575871403835,-0.501368137552855,19.5414906681849
00:00:22.9070,69.7665196706223,-21.6825356458247,-63.7721636641902,-0.501359604842105,19.4119266114008
00:00:22.9181,69.7666302310806,-21.0671211086275,-61.9621209077279,-0.501346686593929,19.2141104691053
00:00:22.9369,69.7668088673783,-20.0327444066373,-58.9198364901098,-0.501325274577108,18.8816722471394
00:00:22.9649,69.7670589671979,-18.4873073906772,-54.3744335019918,-0.501293985603264,18.3850948551927
00:00:22.9737,69.7671331349014,-18.0034483576969,-52.9513186991086,-0.501284362221354,18.2296492396051
00:00:22.9737,69.7671331349014,-18.0034483772603,-52.9513187566481,-0.501284362221351,18.2296492396011
00:00:23.0000,69.7673341390309,-16.5583935568083,-48.7011575200244,-0.501256112174625,17.7654849556819
00:00:23.0262,69.767517598073,-15.1130577701046,-44.4501699120724,-0.501228591166524,17.301346156278
00:00:23.0786,69.7678143169446,-12.2216092397549,-35.945909528691,-0.501175736973759,16.3731664436721
00:00:23.1786,69.7682253215584,-6.70450153130578,-19.7191221508994,-0.501083022062743,14.6034128602405
00:00:23.2786,69.7683995164981,-1.18300855714844,-3.47943693278952,-0.501000895927176,12.8339411011451
00:00:23.3786,69.7683248761654,4.34294428115034,12.7733655327951,-0.500929352765577,11.0647313186045
00:00:23.4786,69.7679958736276,9.87346359005426,29.0395987942772,-0.500868386726581,9.29575352650552
00:00:23.5000,69.7678925721309,11.0541956272682,32.5123400802006,-0.500856746117017,8.9183071134182
00:00:23.5000,69.7678924282449,11.0519089762695,32.5056146360869,-0.500819315342157,8.91780973441629
00:00:23.5000,69.7678922844373,11.0458908522113,32.4879142712098,-0.500745544751729,8.91731242867821
00:00:23.5000,69.7678921407552,11.0362508716469,32.4595613871969,-0.500636480778084,8.9168152312549
00:00:23.5001,69.7678919971804,11.0241232450489,32.4238918972026,-0.500503143626688,8.9163181241158
00:00:23.5001,69.7678917361193,10.9940110864388,32.33532672482,-0.50018190502298,8.91541294825066
00:00:23.5002,69.7678913356583,10.9270812588169,32.1384742906379,-0.499485717671414,8.91401961912338
00:00:23.5003,69.7678907219832,10.7780252902789,31.7000743831731,-0.497959149916241,8.91186759028104
00:00:23.5004,69.7678902849954,10.6389032283931,31.2908918482151,-0.496541951658315,8.91031944227943
00:00:23.5005,69.7678898541363,10.4766351787675,30.8136328787281,-0.494889065901514,8.90877605816351
00:00:23.5005,69.7678895799227,10.360791598172,30.4729164652119,-0.493707134272672,8.90778364261222
00:00:23.5006,69.7678893088671,10.2370701164279,30.1090297541996,-0.492442053370775,8.90679368774364
00:00:23.5006,69.7678892258198,10.1973381256106,29.9921709576783,-0.492035088245971,8.90648848914564
00:00:23.5006,69.767889097529,10.1343260145566,29.8068412192842,-0.491388907376842,8.90601513259301
00:00:23.5007,69.7678889700448,10.0697487496318,29.6169080871522,-0.490725661338912,8.90554240757939
00:00:23.5007,69.7678887306655,9.94327920402808,29.2449388353767,-0.489423587656966,8.90464806045792
00:00:23.5008,69.7678883747536,9.74280520792865,28.6553094350842,-0.487350434858358,8.90330084515097
00:00:23.5009,69.7678879540111,9.48677127331122,27.9022684509153,-0.484685147319491,8.901678279818
00:00:23.5010,69.7678875447443,9.21793350120265,27.1115691211843,-0.481863883337973,8.90006486669596
00:00:23.5011,69.7678871474692,8.93824043454826,26.2889424545537,-0.478902536403536,8.89846109821339
00:00:23.5012,69.7678866642536,8.57292688314782,25.2144908327877,-0.474992163414623,8.89645295264175
00:00:23.5013,69.7678862014991,8.19633780983243,24.1068759112718,-0.470907956122687,8.89446162971153
00:00:23.5015,69.7678856702767,7.73026631795836,22.7360774057599,-0.465774054595729,8.89207817144028
00:00:23.5016,69.7678851703938,7.25609378151236,21.3414522985658,-0.460455365659626,8.88972129566771
00:00:23.5018,69.767884702269,6.7775067157631,19.9338432816562,-0.454982936588141,8.88739186201393
00:00:23.5019,69.7678841658729,6.18247992865255,18.1837644960369,-0.448022333795034,8.88454095510566
00:00:23.5021,69.7678836785765,5.59036359511795,16.442245867994,-0.440909433702954,8.88173446032279
00:00:23.5023,69.7678832399789,5.00515889973924,14.7210555874684,-0.433680623253332,8.87897322173689
00:00:23.5025,69.7678827595559,4.2893202807688,12.6156478846141,-0.424542098066327,8.87559047327755
00:00:23.5027,69.7678823520089,3.59394964125069,10.5704401213255,-0.415317651384549,8.87228007555028
00:00:23.5030,69.7678820150589,2.92258675494498,8.595843396897,-0.406045753485505,8.86904255470093
00:00:23.5032,69.7678816854617,2.11175789510171,6.2110526326521,-0.394298484820168,8.86505161805281
00:00:23.5035,69.7678814588379,1.34665681386151,3.96075533488679,-0.382570668926325,8.8611777024423
00:00:23.5039,69.767881312865,0.483756375189831,1.42281286820538,-0.368440032226934,8.85664019335561
00:00:23.5042,69.7678812979206,-0.30790544607029,-0.905604253147912,-0.354434233450382,8.85227263055508
00:00:23.5046,69.7678814398297,-1.17818838283092,-3.46525994950271,-0.337546877845007,8.84716675774353
00:00:23.5051,69.7678817400888,-1.94467271209126,-5.71962562379783,-0.32092820418103,8.84230805199947
00:00:23.5056,69.7678823186092,-2.77668161238249,-8.16671062465437,-0.300170677761778,8.83646608722167
00:00:23.5062,69.7678832708883,-3.58510783477179,-10.5444348081523,-0.275475081114972,8.82984819921008
00:00:23.5069,69.7678844352548,-4.18065936082446,-12.2960569436014,-0.251529687469426,8.82378936245484
00:00:23.5075,69.7678857504426,-4.58073077948186,-13.4727375867114,-0.228331177020148,8.81827247683041
00:00:23.5082,69.7678871598635,-4.80213242506979,-14.1239188972641,-0.205866090097055,8.81328051118878
00:00:23.5089,69.76788878411,-4.85755838872561,-14.2869364374283,-0.181553975584511,8.80829171729259
00:00:23.5096,69.7678903966937,-4.72953003843356,-13.9103824659811,-0.158109442817639,8.80391769943827
00:00:23.5104,69.7678919390307,-4.43716895476728,-13.0504969257861,-0.13550301294736,8.80013655782826
00:00:23.5111,69.7678933584936,-3.99804430221277,-11.7589538300376,-0.113705343296557,8.79692706877531
00:00:23.5119,69.7678947242461,-3.36238262102253,-9.88936065006625,-0.0905538388748583,8.79402335948406
00:00:23.5127,69.7678958279274,-2.58734896801536,-7.60984990592753,-0.0683151433935418,8.79176448125217
00:00:23.5135,69.7678966210282,-1.69089489099495,-4.97322026763221,-0.0469534271826862,8.79012506570396
00:00:23.5143,69.7678970612356,-0.689296118411623,-2.02734152474007,-0.0264341102753583,8.78908066159596
00:00:23.5147,69.7678971373372,-0.200547637747147,-0.589845993373962,-0.0173265607653103,8.78879660164445
00:00:23.5148,69.7678971442852,-0.0113195748670664,-0.0332928672560775,-0.0139301479880603,8.78872001249981
00:00:23.5149,69.7678971440125,0.0425978030251016,0.125287655956181,-0.0130045646893642,8.78870134642943
00:00:23.5149,69.7678971427492,0.096708611506546,0.284437092666312,-0.0120886802787286,8.78868395404079
00:00:23.5149,69.7678971404983,0.151011019701628,0.444150057945966,-0.0111745893430026,8.78866782984512
00:00:23.5150,69.7678971360945,0.22186362972164,0.652540087416589,-0.00998935467601189,8.78864876586703
00:00:23.5155,69.7678969976019,0.947385957813315,2.78642928768622,0.00169924368761044,8.78857378029495
00:00:23.5169,69.7678957016638,3.05804309946146,8.99424441018076,0.0320398324295951,8.78939262695825
00:00:23.5179,69.7678938094593,4.75171620121239,13.9756358859188,0.0535239725919589,8.79096614888913
00:00:23.5190,69.7678910839697,6.51235909125452,19.1539973272192,0.0739135333748874,8.79331277588566
00:00:23.5200,69.7678874963204,8.32191390838558,24.4762173776046,0.0932650174545951,8.7963925987526
00:00:23.5211,69.7678830263556,10.1646506268746,29.8960312555136,0.111631484206259,8.80016814058907
00:00:23.5224,69.7678758185247,12.6055756149784,37.0752223969953,0.134278090267809,8.80609823423318
00:00:23.5242,69.7678644905456,15.7018525441536,46.1819192475107,0.160794321023988,8.81509224057518
00:00:23.5261,69.7678491145678,19.0883151111574,56.1421032681099,0.187546987687687,8.82682248850345
00:00:23.5280,69.7678307827498,22.3968454133581,65.8730747451709,0.211858607197151,8.84027683473552
00:00:23.5303,69.7678049592654,26.2305193117719,77.148586211094,0.238183099080599,8.85849676155364
00:00:23.5333,69.7677650545139,30.9788988557187,91.1144083991728,0.268525222057815,8.88544057164056
00:00:23.5368,69.7677105781324,36.0427241072896,106.008012080264,0.298599508782544,8.9205900956022
00:00:23.5403,69.7676482984525,40.569892605469,119.323213545497,0.323797415791855,8.9591836892506
00:00:23.5438,69.7675790692499,44.5725617486992,131.095769849115,0.34490710412865,9.00066465719373
00:00:23.5474,69.7675037160613,48.083690787214,141.422619962394,0.362594298769189,9.04456278306947
00:00:23.5517,69.7674024331186,51.8484062748247,152.495312573014,0.380738613479958,9.10204450934184
00:00:23.5561,69.7672941171995,55.0025798295667,161.772293616373,0.395285995255617,9.16206647757855
00:00:23.5605,69.7671799086106,57.6346802202356,169.513765353634,0.40694453164652,9.2241285485431
00:00:23.5661,69.7670282380298,60.3635865233939,177.539960362924,0.418519437183988,9.30508680869449
00:00:23.5724,69.766848056058,62.7995358804097,184.704517295323,0.428315997159274,9.39961850354307
00:00:23.5787,69.7666615055314,64.678591714367,190.231152101079,0.435410230121331,9.49605816280526
00:00:23.5851,69.7664700155118,66.1422508701172,194.536031970933,0.440545011268842,9.59388107078706
00:00:23.5914,69.7662746590533,67.2994393198921,197.939527411447,0.444263851012413,9.69270332719244
00:00:23.5995,69.7660183227791,68.4771068206288,201.403255354791,0.447628079618964,9.82116682786743
00:00:23.6077,69.7657579928907,69.3970975450557,204.109110426634,0.449837599675621,9.95044462904868
00:00:23.6182,69.7654197474838,70.3409486003743,206.885142942277,0.45162617153631,10.1169136538486
00:00:23.6286,69.7650773076859,71.1111733147406,209.150509749237,0.452653801499039,10.2839179587033
00:00:23.6424,69.7646216847204,71.9833830467452,211.715832490427,0.453392931732723,10.5039989318815
00:00:23.6598,69.764037926359,72.9664573378548,214.607227464279,0.453809912285709,10.7827170997311
00:00:23.6813,69.7633039449741,74.1034260434235,217.951253068893,0.453979472628394,11.1283255036208
00:00:23.6916,69.7629494795492,74.6373894190769,219.52173358552,0.454022181572321,11.2934019863258
00:00:23.6916,69.7629494795492,74.6375367482991,219.522166906762,0.454022181572314,11.2934019863294
00:00:23.7190,69.7619879084189,76.0234194340709,223.59829245315,0.454005115578644,11.731448291789
00:00:23.7463,69.7610088045778,77.4095848359828,227.675249517597,0.453987402311723,12.1694775066237
00:00:23.8009,69.7589804462446,80.1826986387264,235.831466584489,0.45395003517818,13.0454638290229
00:00:23.8277,69.7579673161085,81.543767364003,239.834609894126,0.453930754147718,13.4752496267685
00:00:23.8277,69.7579673161084,81.5437669370238,239.834608638305,0.453930754147741,13.4752496267743
00:00:23.9277,69.7539570124961,86.6225580267049,254.772229490309,0.453853347246387,15.0780781079097
00:00:24.0000,69.7509379001928,90.2929670594181,265.567550174759,0.453792054226571,16.235542102335
00:00:24.1000,69.7465222588701,95.3778525721547,280.523095800455,0.453699739632235,17.8378281028205
00:00:24.2000,69.7419384576725,100.466493874108,295.489687865023,0.453598771886244,19.439863392414
00:00:24.2429,69.7399098183897,102.651970117786,301.917559169957,0.453552777646992,20.1274669912922
00:00:24.2429,69.7399098183897,102.651969562494,301.917557536747,0.453552777647036,20.1274669912959
00:00:24.2448,69.7398187171183,102.749488959526,302.204379292724,0.453550688520425,20.1581427884356
00:00:24.2467,69.7397275293818,102.847009581818,302.491204652404,0.453548596225777,20.1888184440635
00:00:24.2486,69.739636255179,102.94453142875,302.77803361397,0.453546500763153,20.2194939579653
00:00:24.2505,69.7395448945089,103.042054499705,303.064866175604,0.45354440213261,20.2501693299267
00:00:24.2525,69.7394534733108,103.139578929718,303.351702734465,0.453542300331281,20.2808446024011
00:00:24.2562,69.7392764733997,103.328158970166,303.906349912252,0.453538227231592,20.3401589542368
00:00:24.2618,69.7390081424208,103.613415589854,304.745339970157,0.453532043716056,20.429877385304
00:00:24.2695,69.7386384055651,104.005216774482,305.897696395535,0.453523506834585,20.5530986843569
00:00:24.2812,69.7380712577084,104.603396314678,307.657047984348,0.453510375466499,20.7412094792622
00:00:24.3009,69.7371107663861,105.608814972155,310.614161682808,0.453488038262264,21.0573409614661
00:00:24.3304,69.7356583069946,107.111524615387,315.033895927607,0.453454031280224,21.5297300937845
00:00:24.3396,69.735200612308,107.580759282586,316.413997889958,0.453443259781213,21.6772122091456
00:00:24.3396,69.735200612308,107.580759198459,316.413997642528,0.453443259781223,21.6772122091492
00:00:24.4225,69.7309103562105,111.804586436085,328.837018929661,0.453343036189119,23.0042271295942
00:00:24.5000,69.7267612794524,115.752097583775,340.447345834631,0.453244066458816,24.2435372215066
00:00:24.6000,69.7211662238624,120.853200743952,355.450590423387,0.453108604669619,25.8437355697582
00:00:24.7000,69.7154030942172,125.95776264167,370.464007769618,0.452964529054863,27.4435756920637
00:00:24.8000,69.709440326608,131.065500442973,385.486766008743,0.452811854398418,29.0429661253877
00:00:24.9000,69.7032525845561,136.176163625067,400.518128309021,0.452650596378134,30.6418258375209
00:00:25.0000,69.6968302791351,141.289601616892,415.557651814387,0.452480768986772,32.2401053005075
00:00:25.0000,69.6968284214546,141.276725766924,415.519781667423,0.452444073839579,32.2405591277564
00:00:25.0000,69.6968265641263,141.249938466258,415.440995488994,0.452371797045203,32.2410128825075
00:00:25.0000,69.6968247073278,141.209646725831,415.322490370091,0.452264973192695,32.2414665301083
00:00:25.0001,69.6968228509734,141.160072710208,415.176684441788,0.45213439362704,32.2419200884067
00:00:25.0001,69.696819495846,141.040859201343,414.82605647454,0.45182256521297,32.2427399247822
00:00:25.0002,69.6968143425302,140.782030183808,414.064794658259,0.451149548957231,32.2439994751749
00:00:25.0003,69.69680639982,140.214404565748,412.395307546318,0.449678882804633,32.2459419105828
00:00:25.0004,69.6968006976659,139.688163172321,410.84753874212,0.448316936464854,32.2473374322542
00:00:25.0005,69.6967950186483,139.07498869638,409.044084401117,0.446729672418294,32.248728385297
00:00:25.0005,69.6967913779361,138.637930596018,407.758619400053,0.44559761952633,32.2496207450478
00:00:25.0006,69.6967877491002,138.170633007215,406.384214727103,0.444386380255897,32.2505107573636
00:00:25.0006,69.6967866230403,138.019348375416,405.939259927695,0.443994038032808,32.2507870549079
00:00:25.0007,69.6967848921209,137.781301171197,405.239121091756,0.443376460636431,32.2512118815876
00:00:25.0007,69.6967831642339,137.537120702909,404.52094324385,0.442742676291622,32.2516361079903
00:00:25.0007,69.696779874131,137.054722640455,403.102125413104,0.44148966598441,32.2524442998986
00:00:25.0008,69.6967749189795,136.286900255753,400.843824281627,0.439492633872318,32.2536625764143
00:00:25.0009,69.6967689664315,135.302622121148,397.948888591611,0.436927623096196,32.2551278901797
00:00:25.0010,69.6967630582068,134.263163999485,394.891658822014,0.434212444819912,32.2565843818108
00:00:25.0011,69.6967571965775,133.17486428269,391.69077730203,0.431362426180374,32.258031576477
00:00:25.0012,69.6967498794899,131.743391992053,387.480564682507,0.427602064350114,32.2598413710094
00:00:25.0013,69.6967426430413,130.25382547224,383.099486683057,0.423674691339104,32.2616349751665
00:00:25.0015,69.6967340094673,128.389796755412,377.617049280621,0.418738812801662,32.2637800432879
00:00:25.0016,69.6967255021778,126.468287493991,371.965551452912,0.413625506065654,32.2658995370707
00:00:25.0018,69.6967171245983,124.501497614472,366.180875336682,0.408364611077718,32.2679926306267
00:00:25.0019,69.6967069149093,122.014967731541,358.867552151588,0.401673388432207,32.2705517804651
00:00:25.0021,69.6966969126081,119.49152774644,351.445669842468,0.394836045452989,32.2730682084766
00:00:25.0023,69.6966871201718,116.945109803003,343.956205302946,0.38788754132798,32.275541104414
00:00:25.0025,69.6966751913279,113.752126222725,334.565077125661,0.379103572741483,32.2785663753934
00:00:25.0027,69.6966635925586,110.558782973228,325.17289109773,0.370237346041824,32.2815220551315
00:00:25.0030,69.6966523232019,107.379032231398,315.820683033523,0.36132580708882,32.2844076400026
00:00:25.0033,69.696638533943,103.3932564681,304.097813141469,0.350034638426434,32.2879576130888
00:00:25.0035,69.6966252624256,99.4621811111139,292.535826797394,0.338762543783264,32.2913950230401
00:00:25.0039,69.6966098624977,94.7890054023961,278.791192359988,0.325180170468844,32.2954099813563
00:00:25.0043,69.69659307868,89.5593188489273,263.409761320374,0.309735235398136,32.2998190848961
00:00:25.0047,69.696577232627,84.4858431422637,248.487773947833,0.294492285541651,32.3040151406136
00:00:25.0051,69.6965622955402,79.5743162227239,234.042106537422,0.27948023396044,32.3080011281435
00:00:25.0056,69.6965436044559,73.2346396276818,215.395998904947,0.259710144047453,32.3130311491131
00:00:25.0063,69.6965221992792,65.6619925550548,193.123507514867,0.235475026608262,32.3188505319406
00:00:25.0070,69.696499827832,57.2929480247951,168.508670661162,0.207838518774883,32.3250005149215
00:00:25.0078,69.6964803950139,49.505575896604,145.604634990012,0.181240482039271,32.3303983662492
00:00:25.0089,69.6964581035279,39.6959875865092,116.752904666204,0.146385161600813,32.3366377795568
00:00:25.0102,69.6964368131584,28.7889577552593,84.6734051625273,0.105615934669374,32.3426034966193
00:00:25.0112,69.6964254087558,21.6441728202091,63.6593318241443,0.0775887090119373,32.3457613480302
00:00:25.0122,69.6964170959224,15.1065894159737,44.431145341099,0.0508961493217488,32.3479766720609
00:00:25.0132,69.6964116094744,9.12184475427543,26.8289551596336,0.0254739696935614,32.3492948315903
00:00:25.0139,69.6964091442052,4.78958475494287,14.0870139851261,0.00641523739493595,32.3497260671699
00:00:25.0147,69.6964081593429,0.744488852123202,2.18967309448001,-0.0119295624315479,32.3496530490801
00:00:25.0148,69.6964081351736,-0.0264266585706544,-0.0777254663842777,-0.0154951250601612,32.3495793989727
00:00:25.0149,69.6964081367361,-0.182494894778752,-0.536749690525742,-0.0162483580739239,32.3495620305653
00:00:25.0149,69.6964081404827,-0.338134669344695,-0.994513733366751,-0.0170004397373361,32.3495438516268
00:00:25.0149,69.6964081464424,-0.493345218860242,-1.45101534958895,-0.0177513621482613,32.3495248540867
00:00:25.0152,69.6964083264712,-2.02211578424886,-5.94739936543784,-0.0251972163861348,32.3492901187431
00:00:25.0166,69.6964115704645,-8.30738173787606,-24.4334756996355,-0.0568185156226152,32.3473127357594
00:00:25.0177,69.6964171222682,-12.9586420758208,-38.1136531641788,-0.0813835765402758,32.3445531537526
00:00:25.0189,69.696425004525,-17.167262980677,-50.4919499431676,-0.104593429192124,32.3408364468057
00:00:25.0201,69.6964358380344,-21.2558967658264,-62.5173434289012,-0.128162745145376,32.3358256904906
00:00:25.0213,69.6964488679613,-24.9316778725129,-73.3284643309204,-0.150335637086307,32.3298287138347
00:00:25.0228,69.6964671581957,-28.8759734465127,-84.9293336662137,-0.175327174645633,32.321378601315
00:00:25.0245,69.6964916853468,-32.8951724218742,-96.7505071231595,-0.202295868591197,32.3099329758501
00:00:25.0262,69.6965191989017,-36.3652810302495,-106.956708912498,-0.227040902785489,32.2969169367217
00:00:25.0279,69.6965492933648,-39.3646449778565,-115.778367581931,-0.249745002448206,32.2824595462464
00:00:25.0300,69.6965884236737,-42.4464968638613,-124.842637834886,-0.274622096808076,32.2633216221756
00:00:25.0321,69.6966302790482,-45.0393659731104,-132.468723450325,-0.297050180824252,32.2424542045814
00:00:25.0345,69.6966821066875,-47.5609889536445,-139.885261628366,-0.320518303771682,32.2160828720927
00:00:25.0369,69.6967365153341,-49.6273223938199,-145.962712923,-0.341304437502872,32.1878175948632
00:00:25.0393,69.6967930412704,-51.3226103590816,-150.948853997299,-0.359714061861935,32.1578741388234
00:00:25.0425,69.6968680572875,-53.0651875821674,-156.074081124022,-0.380329658017923,32.1173060314939
00:00:25.0456,69.6969453122047,-54.4183548776168,-160.053984934167,-0.397967673424027,32.0746354517374
00:00:25.0487,69.6970243082262,-55.4677422615817,-163.140418416417,-0.413055030721315,32.0301639422843
00:00:25.0527,69.6971297466229,-56.4941282712098,-166.159200797676,-0.429621427355254,31.9696368724254
00:00:25.0577,69.6972592633137,-57.3424863622145,-168.654371653572,-0.445646915419713,31.8936900773094
00:00:25.0626,69.6973903879078,-57.8813117002481,-170.239152059553,-0.458141378931356,31.8152508684075
00:00:25.0675,69.697522513572,-58.2021731154433,-171.182862104245,-0.467878137774256,31.7348654521798
00:00:25.0737,69.6976906012283,-58.3949035080961,-171.749716200283,-0.477251181016492,31.6309564294731
00:00:25.0800,69.6978590216603,-58.4202352216756,-171.824221240222,-0.484076075371814,31.5252501714496
00:00:25.0876,69.6980657919441,-58.3035575547385,-171.481051631584,-0.490020446955238,31.3936509189884
00:00:25.0953,69.6982719750913,-58.0784889131125,-170.819085038566,-0.49402669359332,31.2606865829729
00:00:25.1048,69.698527404545,-57.7072085437589,-169.727083952232,-0.497280884187719,31.0938955657008
00:00:25.1143,69.6987810717734,-57.27270741595,-168.449139458676,-0.499251804978762,30.9262040636046
00:00:25.1268,69.6991103985029,-56.6521596453606,-166.623998956943,-0.500744112016712,30.7057180862588
00:00:25.1425,69.6995186067287,-55.8299390838076,-164.205703187669,-0.501649980082631,30.4282483848476
00:00:25.1615,69.7000058738171,-54.8031837304326,-161.185834501272,-0.502064047176781,30.0910501674691
00:00:25.1849,69.7005934472462,-53.523173475333,-157.421098456862,-0.502183246610151,29.6755441403737
00:00:25.1908,69.7007380999814,-53.2028690801069,-156.479026706197,-0.502200759767728,29.5717109489375
00:00:25.1908,69.7007380999814,-53.2027602058753,-156.478706487868,-0.502200759767732,29.5717109489334
00:00:25.2214,69.7014673215801,-51.5251590869554,-151.544585549869,-0.502147072678069,29.029589766798
00:00:25.2519,69.7021727962054,-49.8472513230684,-146.609562714907,-0.502094383520112,28.4875254682135
00:00:25.2825,69.7028307660593,-48.1689611405872,-141.673415119374,-0.502042696973288,27.9455717009262
00:00:25.2825,69.7028307660593,-48.1692027823725,-141.674125830507,-0.502042697048809,27.9455717009184
00:00:25.3437,69.7040991898754,-44.8119878975078,-131.799964404435,-0.501942309373664,26.8617714641861
00:00:25.4048,69.705272549653,-41.4534822604929,-121.922006648508,-0.501845906417931,25.7781793819455
00:00:25.5000,69.7068683443616,-36.2240676696308,-106.541375498914,-0.501703795467783,24.0921992594161
00:00:25.6000,69.7083655340867,-30.7244307159698,-90.3659726940289,-0.501564820251825,22.320733239609
00:00:25.6741,69.7093355051173,-26.6458607378374,-78.3701786406981,-0.501468675613716,21.0080838562039
00:00:25.6741,69.7093355051173,-26.6458613692156,-78.370180497693,-0.501468675613656,21.0080838561999
00:00:25.6757,69.7093559857318,-26.5541564213385,-78.1004600627603,-0.501466581477379,20.9785800714998
00:00:25.6774,69.7093763956156,-26.4624504075416,-77.8307364927694,-0.501464490289316,20.9490764098347
00:00:25.6791,69.7093967347678,-26.3707433272352,-77.561009785986,-0.501462402049417,20.9195728710313
00:00:25.6807,69.7094170031876,-26.2790351798297,-77.2912799406756,-0.501460316757635,20.8900694549159
00:00:25.6824,69.7094372220942,-26.1873258505398,-77.0215466192348,-0.501458234411328,20.8605661245783
00:00:25.6856,69.7094762804821,-26.0093210101277,-76.4980029709638,-0.501454201127632,20.8033024451814
00:00:25.6905,69.7095349353074,-25.7397439506561,-75.7051292666357,-0.501448114292277,20.7165835713247
00:00:25.6973,69.7096145615519,-25.369208884719,-74.6153202491737,-0.501439789804548,20.5973946003965
00:00:25.7075,69.7097339345749,-24.8033168472289,-72.9509319036144,-0.501427169993953,20.4153803832113
00:00:25.7248,69.7099284822756,-23.8522061340617,-70.1535474531228,-0.501406214268071,20.1095039246589
00:00:25.7506,69.7102048266121,-22.4317601966741,-65.9757652843357,-0.501375512197458,19.6527829500962
00:00:25.7587,69.7102881592207,-21.9853514453271,-64.6627983686092,-0.501366010343114,19.5092706854277
00:00:25.7587,69.7102881592208,-21.9853515157155,-64.6627985756338,-0.501366010343106,19.5092706854237
00:00:25.8298,69.710882879634,-18.0688327382224,-53.1436257006542,-0.501285657858939,18.2506545750577
00:00:25.9009,69.711348623299,-14.150253119492,-41.6183915279176,-0.501210665587916,16.9922267535026
00:00:26.0000,69.7117470091598,-8.68708410554039,-25.5502473692364,-0.501115111899902,15.239183429644
00:00:26.1000,69.7119672775735,-3.16734135392858,-9.31570986449583,-0.501029184745408,13.4696659596688
